county,2014_score,2014_rate,2015_score,2015_rate,2016_score,2016_rate,2017_score,2017_rate,2018_score,2018_rate,2019_score,2019_rate,2020_score,2020_rate,2021_score,2021_rate,2022_score,2022_rate,2023_score,2023_rate
20047,77.7,Moderate,17.6,Minor,25.58,Minor,49.7,Minor,44.61,Minor,19.49,Minor,25.51,Minor,18.33,Minor,47.98,Minor,17.29,Minor
20049,93.08,Major,10.66,Minor,25.22,Minor,11.12,Minor,16.61,Minor,42.92,Minor,50.26,Minor,24.88,Minor,35.97,Minor,1.92,Minor
20051,58.11,Minor,64.43,Minor,38.39,Minor,93.25,Moderate,15.65,Minor,49.21,Minor,35.94,Minor,75.98,Moderate,86.43,Moderate,17.29,Minor
20053,23.33,Minor,0.93,Minor,51.62,Minor,3.54,Minor,6.39,Minor,7.58,Minor,48.78,Minor,34.91,Minor,25.18,Minor,17.29,Minor
20055,9.76,Minor,11.61,Minor,7.78,Minor,59.96,Minor,4.3,Minor,5.33,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
20059,44.08,Minor,24.65,Minor,20.22,Minor,44.9,Minor,13.1,Minor,36.53,Minor,54.14,Minor,58.34,Minor,45.9,Minor,17.29,Minor
20061,75.58,Moderate,54.53,Minor,40.04,Minor,10.13,Minor,13.47,Minor,34.38,Minor,45.93,Minor,18.7,Minor,56.98,Minor,1.56,Minor
20063,38.52,Minor,57.68,Minor,10.49,Minor,47.62,Minor,44.37,Minor,22.24,Minor,53.38,Minor,22.87,Minor,32.46,Minor,17.29,Minor
20065,19.62,Minor,76.11,Minor,81.44,Moderate,80.81,Moderate,66.31,Moderate,17.44,Minor,19.85,Minor,0.1,Minor,40.54,Minor,17.29,Minor
20069,9.76,Minor,0.2,Minor,6.65,Minor,75.81,Moderate,41.43,Minor,3.66,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
20071,9.76,Minor,68.6,Minor,67.54,Minor,35.54,Minor,28.95,Minor,5.69,Minor,6.88,Minor,21.91,Minor,13.17,Minor,17.29,Minor
20073,52.51,Minor,35.7,Minor,43.32,Minor,50.53,Minor,14.23,Minor,37.16,Minor,59.6,Minor,79.45,Moderate,70.35,Moderate,1.22,Minor
20075,9.76,Minor,59.86,Minor,14.26,Minor,69.39,Minor,14.46,Minor,14.73,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
20077,9.76,Minor,7.02,Minor,3.67,Minor,5.26,Minor,7.35,Minor,0.17,Minor,10.99,Minor,11.58,Minor,13.17,Minor,17.29,Minor
20079,51.49,Minor,31.7,Minor,38.52,Minor,16.81,Minor,28.72,Minor,60.82,Minor,72.34,Moderate,26.37,Minor,84.55,Moderate,38.42,Minor
20083,36.53,Minor,73.4,Minor,67.01,Minor,87.89,Moderate,24.82,Minor,24.26,Minor,52.91,Minor,55.59,Minor,38.78,Minor,17.29,Minor
20085,31.14,Minor,22.1,Minor,19.82,Minor,24.82,Minor,9.96,Minor,41.96,Minor,80.11,Moderate,89.08,Moderate,30.34,Minor,0.99,Minor
20087,34.81,Minor,42.79,Minor,14.36,Minor,26.01,Minor,17.31,Minor,75.02,Moderate,44.97,Minor,39.87,Minor,39.21,Minor,52.58,Minor
20089,9.76,Minor,49.11,Minor,26.27,Minor,51.29,Minor,7.48,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
20091,91.99,Moderate,94.57,Moderate,87.72,Moderate,96.72,Major,59.99,Minor,84.15,Moderate,95.63,Moderate,92.46,Moderate,92.69,Major,36.93,Minor
20093,9.76,Minor,58.21,Minor,57.94,Minor,77.99,Moderate,62.18,Minor,5.63,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
20095,52.08,Minor,19.56,Minor,6.75,Minor,8.74,Minor,12.21,Minor,7.28,Minor,48.41,Minor,15.92,Minor,31.04,Minor,17.29,Minor
20099,29.78,Minor,69.72,Minor,0.63,Minor,9.27,Minor,22.96,Minor,20.98,Minor,41.16,Minor,25.71,Minor,52.32,Minor,1.89,Minor
20103,84.81,Moderate,71.84,Minor,36.6,Minor,44.44,Minor,20.55,Minor,50.46,Minor,57.41,Minor,32.26,Minor,65.22,Moderate,67.17,Minor
20105,21.24,Minor,31.34,Minor,13.77,Minor,4.86,Minor,15.02,Minor,27.27,Minor,26.08,Minor,64.92,Moderate,31.14,Minor,17.29,Minor
20107,68.8,Moderate,59.13,Minor,19.62,Minor,25.78,Minor,52.08,Minor,29.68,Minor,31.67,Minor,32.53,Minor,43.65,Minor,17.29,Minor
20109,35.57,Minor,55.39,Minor,19.26,Minor,20.85,Minor,30.08,Minor,23.2,Minor,74.45,Moderate,61.65,Minor,52.35,Minor,17.29,Minor
20111,36.66,Minor,69.13,Minor,26.7,Minor,14.13,Minor,13.77,Minor,61.65,Minor,60.39,Minor,22.47,Minor,65.02,Moderate,42.75,Minor
20113,77.04,Moderate,22.87,Minor,7.45,Minor,58.07,Minor,3.51,Minor,22.27,Minor,14.66,Minor,12.21,Minor,41.13,Minor,33.7,Minor
20115,52.18,Minor,17.87,Minor,13.4,Minor,24.85,Minor,3.84,Minor,37.82,Minor,48.58,Minor,21.77,Minor,40.24,Minor,17.29,Minor
20117,23.16,Minor,41.1,Minor,57.54,Minor,4.8,Minor,12.31,Minor,17.97,Minor,23.86,Minor,26.27,Minor,54.37,Minor,33.7,Minor
20121,48.01,Minor,22.77,Minor,42.06,Minor,29.68,Minor,29.25,Minor,95.53,Major,44.28,Minor,38.75,Minor,43.94,Minor,17.29,Minor
20123,9.76,Minor,7.08,Minor,0.93,Minor,6.12,Minor,7.38,Minor,0.53,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
20125,35.7,Minor,27,Minor,13.5,Minor,34.68,Minor,7.74,Minor,18.43,Minor,37,Minor,33.52,Minor,53.97,Minor,50.66,Minor
20127,54.86,Minor,28.86,Minor,31.77,Minor,15.25,Minor,25.74,Minor,89.38,Moderate,45.76,Minor,19.62,Minor,34.45,Minor,63.73,Minor
20129,9.76,Minor,82.73,Moderate,5.26,Minor,3.87,Minor,1.89,Minor,12.77,Minor,14.23,Minor,36.73,Minor,13.17,Minor,17.29,Minor
20131,23.79,Minor,8.5,Minor,7.74,Minor,4.96,Minor,2.88,Minor,11.48,Minor,17.01,Minor,12.34,Minor,2.02,Minor,34.51,Minor
20133,33.06,Minor,33.09,Minor,19.23,Minor,77.04,Moderate,5.76,Minor,33.29,Minor,0.43,Minor,30.61,Minor,67.21,Moderate,33.7,Minor
20135,38.88,Minor,47.35,Minor,92.03,Moderate,18.46,Minor,5.36,Minor,37.39,Minor,62.14,Moderate,22.5,Minor,39.34,Minor,17.29,Minor
20137,18.76,Minor,16.05,Minor,47.65,Minor,44.71,Minor,17.84,Minor,11.15,Minor,69.72,Moderate,16.68,Minor,29.85,Minor,17.29,Minor
20139,51.22,Minor,34.55,Minor,23.63,Minor,11.02,Minor,18.83,Minor,42.55,Minor,50.6,Minor,59.6,Minor,58.8,Moderate,34.98,Minor
20141,9.76,Minor,16.25,Minor,7.31,Minor,43.41,Minor,33.32,Minor,36.8,Minor,6.88,Minor,9.18,Minor,2.55,Minor,17.29,Minor
20143,20.65,Minor,10.16,Minor,36.47,Minor,5.86,Minor,33.45,Minor,94.84,Moderate,63.3,Moderate,55.16,Minor,37.95,Minor,1.32,Minor
20145,30.91,Minor,72.67,Minor,56.15,Minor,23.53,Minor,6.82,Minor,14.89,Minor,68.89,Moderate,26.57,Minor,46.99,Minor,17.29,Minor
20147,9.76,Minor,55,Minor,67.47,Minor,87.06,Moderate,39.97,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
20149,45.67,Minor,44.51,Minor,20.68,Minor,7.45,Minor,20.62,Minor,41.36,Minor,32.89,Minor,19.29,Minor,34.35,Minor,33.7,Minor
20151,35.27,Minor,1.16,Minor,19.69,Minor,2.91,Minor,3.18,Minor,8.14,Minor,35.64,Minor,11.42,Minor,0.13,Minor,17.29,Minor
20153,24.29,Minor,67.97,Minor,36.57,Minor,77.1,Moderate,92.98,Major,94.11,Moderate,43.78,Minor,12.71,Minor,29.22,Minor,17.29,Minor
20155,81.63,Moderate,75.68,Minor,35.01,Minor,40.77,Minor,36.83,Minor,30.01,Minor,52.68,Minor,72.24,Moderate,54.7,Minor,36.23,Minor
20157,9.76,Minor,42.49,Minor,5.16,Minor,93.61,Moderate,7.02,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
20159,52.48,Minor,27.56,Minor,0.07,Minor,48.35,Minor,24.22,Minor,64.96,Minor,83.79,Moderate,21.84,Minor,73.46,Moderate,17.29,Minor
20161,74.69,Moderate,75.38,Minor,73.06,Minor,18.3,Minor,39.41,Minor,35.74,Minor,56.55,Minor,62.74,Minor,61.95,Moderate,1.65,Minor
20163,21.41,Minor,34.08,Minor,76.47,Moderate,60.56,Minor,49.21,Minor,7.41,Minor,76.14,Moderate,10.09,Minor,50.83,Minor,17.29,Minor
20165,34.78,Minor,21.94,Minor,54.33,Minor,61.45,Minor,5.2,Minor,43.22,Minor,72.8,Moderate,34.45,Minor,38.52,Minor,17.29,Minor
20167,24.75,Minor,52.32,Minor,28.49,Minor,72.1,Moderate,15.42,Minor,11.55,Minor,40.3,Minor,52.58,Minor,48.71,Minor,17.29,Minor
20169,42.69,Minor,84.68,Moderate,56.75,Minor,13.4,Minor,56.02,Minor,58.27,Minor,66.08,Moderate,37.13,Minor,62.01,Moderate,47.65,Minor
20171,9.76,Minor,42.42,Minor,47.32,Minor,39.08,Minor,3.9,Minor,6.52,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
20173,85.74,Moderate,97.55,Major,88.72,Moderate,81.9,Moderate,75.88,Moderate,88.35,Moderate,77.99,Moderate,82.86,Moderate,91.5,Major,37.62,Minor
20175,9.76,Minor,1.49,Minor,3.21,Minor,2.68,Minor,0.89,Minor,4.47,Minor,6.88,Minor,13.37,Minor,13.17,Minor,17.29,Minor
20177,85.7,Moderate,90.17,Moderate,71.97,Minor,83.09,Moderate,58.47,Minor,46.72,Minor,67.11,Moderate,87.52,Moderate,77.83,Moderate,44.47,Minor
20179,20.19,Minor,66.71,Minor,44.04,Minor,85.77,Moderate,31.17,Minor,20.65,Minor,63,Moderate,17.67,Minor,33.49,Minor,17.29,Minor
20181,25.22,Minor,21.44,Minor,5.99,Minor,12.48,Minor,6.55,Minor,16.74,Minor,44.37,Minor,38.35,Minor,39.44,Minor,17.29,Minor
20183,9.76,Minor,69.62,Minor,12.34,Minor,26.31,Minor,82.73,Moderate,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
20185,37.82,Minor,25.02,Minor,33.72,Minor,59.63,Minor,44.11,Minor,29.81,Minor,41.4,Minor,30.01,Minor,38.82,Minor,17.29,Minor
20191,71.84,Moderate,37,Minor,23.26,Minor,7.88,Minor,7.78,Minor,31.07,Minor,23.36,Minor,18.07,Minor,49.31,Minor,33.7,Minor
20193,21.81,Minor,27.93,Minor,8.31,Minor,18.23,Minor,5.72,Minor,20.48,Minor,47.88,Minor,66.51,Moderate,32.83,Minor,17.29,Minor
20195,28.52,Minor,8.47,Minor,0.76,Minor,69.29,Minor,34.65,Minor,27.8,Minor,37.33,Minor,16.38,Minor,24.49,Minor,17.29,Minor
20197,59.83,Minor,55.86,Minor,28.26,Minor,53.97,Minor,37.59,Minor,94.54,Moderate,51.92,Minor,63.5,Minor,52.81,Minor,0.6,Minor
20199,22.44,Minor,67.14,Minor,17.14,Minor,39.71,Minor,12.08,Minor,35.64,Minor,28.36,Minor,61.32,Minor,26.67,Minor,17.29,Minor
20201,20.78,Minor,22.3,Minor,36.66,Minor,10.85,Minor,9.7,Minor,9.5,Minor,40.21,Minor,16.05,Minor,0.79,Minor,17.29,Minor
20203,9.76,Minor,65.49,Minor,59.79,Minor,48.25,Minor,27.76,Minor,6.45,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
20205,22.77,Minor,8.31,Minor,27.33,Minor,19.52,Minor,3.28,Minor,13.57,Minor,16.18,Minor,31.54,Minor,26.54,Minor,1.03,Minor
20207,45.53,Minor,16.12,Minor,20.88,Minor,29.29,Minor,17.47,Minor,62.57,Minor,44.87,Minor,32.83,Minor,43.22,Minor,0.93,Minor
20209,94.31,Major,91.76,Moderate,92.89,Moderate,95.37,Major,82.23,Moderate,93.68,Moderate,96.19,Major,76.8,Moderate,89.84,Moderate,90.83,Moderate
21001,20.22,Minor,6.22,Minor,11.55,Minor,59.07,Minor,19.76,Minor,24.42,Minor,1.39,Minor,13.8,Minor,48.28,Minor,47.88,Minor
21003,68.5,Moderate,76.08,Minor,51.89,Minor,77,Moderate,41.66,Minor,68.6,Moderate,64.49,Moderate,59,Minor,89.01,Moderate,71.28,Minor
21005,75.38,Moderate,34.65,Minor,31.63,Minor,64.86,Minor,53.34,Minor,36.83,Minor,52.55,Minor,69.32,Moderate,45.83,Minor,45.76,Minor
21007,22.1,Minor,46.56,Minor,16.71,Minor,17.77,Minor,32.23,Minor,59.6,Minor,2.88,Minor,81.37,Moderate,38.98,Minor,66.98,Minor
21009,35.44,Minor,18.8,Minor,33.36,Minor,73.46,Moderate,30.24,Minor,43.32,Minor,19.26,Minor,39.81,Minor,32.23,Minor,60.42,Minor
21011,61.05,Minor,79.05,Minor,51.26,Minor,48.58,Minor,43.75,Minor,57.91,Minor,30.91,Minor,49.14,Minor,55.29,Minor,34.94,Minor
21013,65.45,Moderate,70.85,Minor,48.64,Minor,37.39,Minor,51.42,Minor,61.98,Minor,65.32,Moderate,44.74,Minor,71.51,Moderate,70.38,Minor
21015,53.31,Minor,46.06,Minor,66.78,Minor,70.32,Minor,54.27,Minor,72.1,Moderate,78.46,Moderate,68.83,Moderate,64.1,Moderate,96.36,Moderate
21017,55.69,Minor,29.72,Minor,52.51,Minor,56.52,Minor,31.8,Minor,59.93,Minor,44.44,Minor,54.27,Minor,58.34,Minor,64.56,Minor
21019,64.23,Moderate,41.73,Minor,31.6,Minor,53.44,Minor,54.77,Minor,63.63,Minor,79.05,Moderate,57.05,Minor,61.05,Moderate,77.76,Moderate
21021,50.13,Minor,36.07,Minor,22.8,Minor,71.94,Moderate,9.1,Minor,10.82,Minor,23.73,Minor,33.02,Minor,34.81,Minor,53.47,Minor
21023,45.6,Minor,46.46,Minor,42.69,Minor,23.99,Minor,72.01,Moderate,39.74,Minor,43.28,Minor,57.41,Minor,46.72,Minor,34.51,Minor
21025,65.12,Moderate,53.87,Minor,83.06,Moderate,58.41,Minor,55.03,Minor,57.28,Minor,77.73,Moderate,62.81,Minor,68.93,Moderate,83.55,Moderate
21027,0.83,Minor,29.88,Minor,48.58,Minor,48.31,Minor,34.12,Minor,5.82,Minor,19.29,Minor,10.82,Minor,2.12,Minor,17.29,Minor
21029,44.67,Minor,48.44,Minor,70.85,Minor,80.51,Moderate,52.91,Minor,76.24,Moderate,86.4,Moderate,61.95,Minor,47.29,Minor,43.05,Minor
21031,9.76,Minor,32.5,Minor,62.11,Minor,59.86,Minor,28.66,Minor,63,Minor,66.98,Moderate,60.13,Minor,24.65,Minor,17.29,Minor
21033,29.91,Minor,13.96,Minor,44.47,Minor,12.97,Minor,23,Minor,41.33,Minor,40.67,Minor,21.54,Minor,47.92,Minor,47.85,Minor
21035,9.76,Minor,54.4,Minor,50.36,Minor,55.2,Minor,9.86,Minor,44.44,Minor,55.06,Minor,60.46,Minor,13.17,Minor,17.29,Minor
21037,84.58,Moderate,70.55,Minor,81.97,Moderate,56.35,Minor,34.25,Minor,66.71,Moderate,83.06,Moderate,82.93,Moderate,90.6,Major,85.61,Moderate
21039,27.7,Minor,5.36,Minor,15.45,Minor,40.73,Minor,11.78,Minor,60.75,Minor,52.71,Minor,62.28,Minor,24.39,Minor,17.29,Minor
21041,35.94,Minor,33.12,Minor,14.1,Minor,22.8,Minor,32.1,Minor,26.87,Minor,41.96,Minor,37,Minor,28.86,Minor,66.12,Minor
21043,84.65,Moderate,56.39,Minor,59.03,Minor,48.28,Minor,57.05,Minor,56.78,Minor,60.62,Minor,48.84,Minor,57.88,Minor,75.74,Moderate
21045,55.2,Minor,44.77,Minor,23.53,Minor,50,Minor,14.69,Minor,23.1,Minor,18.7,Minor,12.44,Minor,35.54,Minor,47.55,Minor
21047,45.43,Minor,24.69,Minor,29.58,Minor,69.32,Minor,46.49,Minor,52.85,Minor,64.86,Moderate,60.42,Minor,63.14,Moderate,54.86,Minor
21049,52.32,Minor,60.69,Minor,33.75,Minor,39.41,Minor,33.75,Minor,40.14,Minor,41.79,Minor,58.84,Minor,71.21,Moderate,57.61,Minor
21051,59.03,Minor,63.14,Minor,57.81,Minor,51.69,Minor,27.43,Minor,23,Minor,25.45,Minor,39.91,Minor,64.2,Moderate,41.43,Minor
21053,20.09,Minor,64.49,Minor,55.03,Minor,66.78,Minor,31.67,Minor,46.26,Minor,54.1,Minor,11.68,Minor,0.17,Minor,0.53,Minor
21055,22.8,Minor,11.68,Minor,40.93,Minor,16.88,Minor,13.96,Minor,33.65,Minor,49.83,Minor,31.73,Minor,56.92,Minor,49.17,Minor
21057,72.07,Moderate,52.42,Minor,17.7,Minor,21.24,Minor,10.42,Minor,29.75,Minor,43.55,Minor,17.37,Minor,43.35,Minor,45.17,Minor
21059,37.69,Minor,35.94,Minor,68.2,Minor,79.02,Moderate,10.79,Minor,43.55,Minor,51.95,Minor,50.3,Minor,63.6,Moderate,17.29,Minor
21061,21.61,Minor,37.33,Minor,48.84,Minor,76.01,Moderate,25.22,Minor,46.69,Minor,58.07,Minor,64.13,Minor,25.98,Minor,17.29,Minor
21063,68.76,Moderate,67.5,Minor,38.45,Minor,22.2,Minor,27.73,Minor,21.87,Minor,63.53,Moderate,36.93,Minor,61.32,Moderate,17.29,Minor
21065,58.7,Minor,59.93,Minor,50.96,Minor,49.97,Minor,57.21,Minor,35.54,Minor,36.57,Minor,46.72,Minor,58.87,Moderate,48.25,Minor
21067,94.94,Major,79.75,Moderate,84.41,Moderate,95.73,Major,69.26,Moderate,83.98,Moderate,70.85,Moderate,98.05,Major,88.12,Moderate,98.28,Major
21069,46.92,Minor,72.57,Minor,77,Moderate,28.33,Minor,61.35,Minor,50.89,Minor,24.02,Minor,11.38,Minor,1.69,Minor,38.45,Minor
21071,63.83,Minor,76.24,Minor,77.73,Moderate,74.35,Moderate,70.98,Moderate,67.67,Moderate,83.92,Moderate,54.9,Minor,73.1,Moderate,75.58,Moderate
21073,34.38,Minor,12.71,Minor,32.79,Minor,50.73,Minor,7.81,Minor,31.97,Minor,53.51,Minor,70.75,Moderate,44.28,Minor,40.73,Minor
21075,28.36,Minor,29.48,Minor,9.6,Minor,18.99,Minor,12.54,Minor,43.15,Minor,1.62,Minor,16.02,Minor,26.04,Minor,17.29,Minor
21077,41.76,Minor,29.65,Minor,10.52,Minor,34.15,Minor,18.76,Minor,32.89,Minor,57.35,Minor,74.82,Moderate,30.64,Minor,36.8,Minor
21079,36.27,Minor,35.67,Minor,28.13,Minor,45.73,Minor,10.82,Minor,22.96,Minor,28.72,Minor,36.47,Minor,29.02,Minor,34.28,Minor
21081,61.85,Minor,25.31,Minor,57.15,Minor,46.23,Minor,45.4,Minor,40.3,Minor,45.47,Minor,56.62,Minor,37.23,Minor,39.64,Minor
21083,9.76,Minor,49.87,Minor,44.37,Minor,46.89,Minor,26.04,Minor,74.78,Moderate,0.03,Minor,25.15,Minor,24.42,Minor,17.29,Minor
21085,23.4,Minor,35.24,Minor,41.4,Minor,76.77,Moderate,40.87,Minor,47.65,Minor,45.4,Minor,61.25,Minor,36.9,Minor,32.79,Minor
21087,23.99,Minor,25.05,Minor,4.86,Minor,68.8,Minor,6.06,Minor,12.74,Minor,21.21,Minor,10.59,Minor,28.92,Minor,45.37,Minor
21089,69.59,Moderate,57.48,Minor,53.51,Minor,53.14,Minor,63.47,Minor,63.3,Minor,75.05,Moderate,37.49,Minor,55,Minor,72.37,Minor
21091,27.53,Minor,36.33,Minor,32.96,Minor,50.86,Minor,19.23,Minor,51.75,Minor,37.43,Minor,49.67,Minor,49.5,Minor,17.29,Minor
21093,87.26,Moderate,20.35,Minor,39.81,Minor,78.86,Moderate,36.3,Minor,37.06,Minor,27.07,Minor,92.12,Moderate,80.41,Moderate,53.01,Minor
21095,53.04,Minor,44.94,Minor,54.2,Minor,40.44,Minor,43.05,Minor,55.03,Minor,58.14,Minor,54.07,Minor,68.4,Moderate,70.19,Minor
21097,33.59,Minor,18.53,Minor,33.92,Minor,43.25,Minor,24.69,Minor,45.37,Minor,57.21,Minor,24.78,Minor,36.3,Minor,43.68,Minor
21099,34.02,Minor,19.59,Minor,16.25,Minor,67.74,Minor,21.41,Minor,20.88,Minor,21.74,Minor,51.36,Minor,46.69,Minor,39.51,Minor
21101,54,Minor,15.12,Minor,55.86,Minor,24.65,Minor,50.79,Minor,38.85,Minor,34.28,Minor,48.35,Minor,52.91,Minor,35.14,Minor
21103,37,Minor,9.5,Minor,33.52,Minor,38.68,Minor,27.7,Minor,47.25,Minor,20.65,Minor,46.23,Minor,47.95,Minor,45,Minor
21105,30.51,Minor,8.8,Minor,6.15,Minor,30.48,Minor,29.48,Minor,48.25,Minor,62.34,Moderate,18.56,Minor,68.7,Moderate,34.51,Minor
21107,50.46,Minor,26.08,Minor,70.71,Minor,40.6,Minor,18.13,Minor,40.01,Minor,52.48,Minor,38.95,Minor,62.87,Moderate,49.31,Minor
21109,0.63,Minor,61.42,Minor,28.42,Minor,58.6,Minor,11.98,Minor,25.05,Minor,23.69,Minor,11.88,Minor,28.26,Minor,17.29,Minor
21111,96.36,Major,92.75,Moderate,96.76,Major,98.35,Major,93.02,Major,96.99,Major,93.61,Moderate,99.11,Severe,94.47,Major,97.62,Major
21113,41.03,Minor,23.56,Minor,17.87,Minor,78.72,Moderate,18,Minor,46,Minor,47.39,Minor,53.38,Minor,36.43,Minor,55.06,Minor
21115,67.27,Moderate,69.95,Minor,83.62,Moderate,60.16,Minor,65.49,Moderate,52.75,Minor,49.07,Minor,59.63,Minor,69.06,Moderate,78.69,Moderate
21117,87.66,Moderate,64.33,Minor,78.06,Moderate,59.5,Minor,58.17,Minor,77.56,Moderate,77.3,Moderate,79.68,Moderate,86.2,Moderate,93.81,Moderate
21119,64.33,Moderate,70.62,Minor,82.56,Moderate,68.4,Minor,83.16,Moderate,78.92,Moderate,78.76,Moderate,55.99,Minor,67.9,Moderate,85.41,Moderate
21121,34.41,Minor,38.85,Minor,43.48,Minor,27.33,Minor,64.56,Minor,44.8,Minor,23.2,Minor,21.14,Minor,48.11,Minor,39.77,Minor
21123,20.42,Minor,12.84,Minor,28.79,Minor,54.73,Minor,4.53,Minor,17.5,Minor,21.14,Minor,42.26,Minor,65.72,Moderate,39.15,Minor
21125,54.17,Minor,62.64,Minor,66.68,Minor,55.33,Minor,22.73,Minor,18.27,Minor,29.98,Minor,42.29,Minor,50.63,Minor,65.25,Minor
21127,65.65,Moderate,83.16,Moderate,71.01,Minor,69.26,Minor,67.5,Moderate,64.92,Minor,78.33,Moderate,72.93,Moderate,63.96,Moderate,88.88,Moderate
21129,57.68,Minor,39.11,Minor,42.98,Minor,55.36,Minor,44.01,Minor,26.67,Minor,60.19,Minor,57.58,Minor,64.66,Moderate,65.78,Minor
21131,78.03,Moderate,77.43,Minor,85.08,Moderate,74.39,Moderate,83.88,Moderate,68.17,Moderate,84.61,Moderate,71.14,Moderate,73.63,Moderate,86.04,Moderate
21133,71.58,Moderate,66.94,Minor,86.5,Moderate,62.11,Minor,81.04,Moderate,70.52,Moderate,84.48,Moderate,67.14,Moderate,59.1,Moderate,76.51,Moderate
21135,71.28,Moderate,63.67,Minor,51.75,Minor,32.66,Minor,75.35,Moderate,81.6,Moderate,26.67,Minor,17.7,Minor,40.9,Minor,50.83,Minor
21137,64.46,Moderate,52.71,Minor,20.05,Minor,55.13,Minor,30.28,Minor,25.68,Minor,13.67,Minor,19.42,Minor,48.51,Minor,44.31,Minor
21139,26.14,Minor,22.01,Minor,23.83,Minor,35.51,Minor,19.66,Minor,43.18,Minor,14.1,Minor,75.61,Moderate,1.19,Minor,2.18,Minor
21141,19.19,Minor,32.43,Minor,28.19,Minor,55.99,Minor,42.82,Minor,65.98,Minor,71.64,Moderate,41.76,Minor,28.59,Minor,17.29,Minor
21143,46.66,Minor,36.8,Minor,46.86,Minor,46.29,Minor,38.98,Minor,49.34,Minor,63.07,Moderate,49.24,Minor,68.07,Moderate,68.2,Minor
21145,35.21,Minor,62.14,Minor,47.25,Minor,48.01,Minor,51.16,Minor,47.42,Minor,13.83,Minor,68.86,Moderate,27.3,Minor,32.89,Minor
21147,45.76,Minor,44.71,Minor,43.12,Minor,44.31,Minor,61.48,Minor,41.53,Minor,23.59,Minor,35.27,Minor,55.46,Minor,49.04,Minor
21149,47.29,Minor,6.88,Minor,62.24,Minor,30.34,Minor,29.52,Minor,54.57,Minor,53.21,Minor,48.71,Minor,48.81,Minor,47.75,Minor
21151,55.99,Minor,57.71,Minor,36.63,Minor,84.02,Moderate,26.01,Minor,29.35,Minor,55.56,Minor,44.54,Minor,44.97,Minor,50.36,Minor
21153,69.62,Moderate,53.67,Minor,48.74,Minor,30.44,Minor,45.3,Minor,29.48,Minor,47.78,Minor,53.81,Minor,72.34,Moderate,63.53,Minor
21155,24.92,Minor,23.83,Minor,35.9,Minor,56.59,Minor,17.54,Minor,17.41,Minor,39.64,Minor,13.27,Minor,75.91,Moderate,34.25,Minor
21157,9.76,Minor,68.27,Minor,53.67,Minor,61.35,Minor,21.77,Minor,68.89,Moderate,66.25,Moderate,51.92,Minor,13.17,Minor,17.29,Minor
21159,74.72,Moderate,69.99,Minor,81.73,Moderate,75.15,Moderate,55.56,Minor,70.48,Moderate,72.7,Moderate,68.4,Moderate,55.79,Minor,81.5,Moderate
21161,48.94,Minor,46.82,Minor,66.41,Minor,27.93,Minor,45.93,Minor,39.41,Minor,27.76,Minor,16.45,Minor,41.3,Minor,43.78,Minor
21163,31.47,Minor,18.63,Minor,34.88,Minor,48.64,Minor,39.11,Minor,7.74,Minor,22.83,Minor,66.74,Moderate,34.98,Minor,42.46,Minor
21165,22.63,Minor,86.23,Moderate,68.3,Minor,33.16,Minor,51.52,Minor,41.76,Minor,52.35,Minor,58.5,Minor,39.28,Minor,17.29,Minor
21167,54.77,Minor,11.18,Minor,29.78,Minor,50.89,Minor,12.24,Minor,31.77,Minor,41.59,Minor,35.31,Minor,47.05,Minor,67.54,Minor
21169,39.91,Minor,46.13,Minor,47.72,Minor,68.63,Minor,46.86,Minor,31.11,Minor,32.13,Minor,33.49,Minor,63.34,Moderate,38.91,Minor
21171,42.52,Minor,72.4,Minor,20.42,Minor,49.8,Minor,28.06,Minor,60.46,Minor,63.93,Moderate,32.23,Minor,68.96,Moderate,67.87,Minor
21173,82.93,Moderate,18,Minor,28.76,Minor,34.38,Minor,20.88,Minor,31.73,Minor,38.12,Minor,73,Moderate,48.91,Minor,36.57,Minor
21175,55.49,Minor,31.57,Minor,26.77,Minor,19.72,Minor,45.76,Minor,12.61,Minor,27.47,Minor,59.96,Minor,47.15,Minor,32.89,Minor
21177,59.86,Minor,44.61,Minor,25.81,Minor,65.68,Minor,30.64,Minor,56.85,Minor,64.46,Moderate,40.34,Minor,73.53,Moderate,43.48,Minor
21179,43.91,Minor,93.02,Moderate,39.28,Minor,66.35,Minor,62.44,Minor,35.67,Minor,78.79,Moderate,49.07,Minor,33.36,Minor,42.95,Minor
21181,62.38,Minor,45.63,Minor,43.88,Minor,25.41,Minor,32,Minor,49.87,Minor,35.18,Minor,26.14,Minor,35.64,Minor,41.33,Minor
