fips_code,PSVI_score,PSVI_cluster
48069,26.67,Minor
48071,72.04,Moderate
48073,82.76,Moderate
48075,6.02,Minor
48077,51.22,Moderate
48079,8.01,Minor
48081,22.9,Minor
48083,79.98,Moderate
48085,95.73,Major
48087,2.02,Minor
48089,61.68,Moderate
48091,62.34,Moderate
48093,16.98,Minor
48095,21.44,Minor
48097,19.19,Minor
48099,38.95,Moderate
48101,3.21,Minor
48103,96.1,Major
48105,41.07,Moderate
48107,1.56,Minor
48109,0.6,Minor
48111,1.99,Minor
48113,99.24,Severe
48115,30.08,Minor
48117,50.23,Moderate
48119,42.59,Moderate
48121,90.5,Major
48123,71.77,Moderate
48125,9.86,Minor
48127,14.33,Minor
48129,0.4,Minor
48131,37.26,Minor
48133,30.44,Minor
48135,81.47,Moderate
48137,40.07,Moderate
48139,86.04,Moderate
48141,96.99,Major
48143,69.66,Moderate
48145,30.77,Minor
48147,62.91,Moderate
48149,33.26,Minor
48151,38.72,Moderate
48153,4.3,Minor
48155,16.74,Minor
48157,97.82,Major
48159,32.83,Minor
48161,31.54,Minor
48163,25.35,Minor
48165,51.26,Moderate
48167,93.65,Major
48169,2.78,Minor
48171,29.91,Minor
48173,59.86,Moderate
48175,21.84,Minor
48177,56.32,Moderate
48179,10.85,Minor
48181,71.48,Moderate
48183,92.12,Major
48185,63.3,Moderate
48187,84.94,Moderate
48189,22.67,Minor
48191,7.18,Minor
48193,9.93,Minor
48195,16.12,Minor
48197,0.79,Minor
48199,54.6,Moderate
48201,99.8,Extreme
48203,77.47,Moderate
48205,60.13,Moderate
48207,5.99,Minor
48209,64.59,Moderate
48211,0.33,Minor
48213,81.3,Moderate
48215,97.05,Major
48217,46.43,Moderate
48219,34.12,Minor
48221,49.01,Moderate
48223,34.02,Minor
48225,45.2,Moderate
48227,65.25,Moderate
48229,10.03,Minor
48231,78.59,Moderate
48233,23.89,Minor
48235,72.9,Moderate
48237,39.01,Moderate
48239,30.24,Minor
48241,50.43,Moderate
48243,96.96,Major
48245,93.98,Major
48247,35.44,Minor
48249,34.88,Minor
48251,81.83,Moderate
48253,15.32,Minor
48255,55.59,Moderate
48257,82.1,Moderate
48259,41.73,Moderate
48261,34.58,Minor
48263,9.96,Minor
48265,31.37,Minor
48267,8.27,Minor
48269,63.9,Moderate
48271,14.13,Minor
48273,53.34,Moderate
48275,23,Minor
48277,59.1,Moderate
48279,53.11,Moderate
48281,53.57,Moderate
48283,20.91,Minor
48285,20.58,Minor
48287,28.33,Minor
48289,33.52,Minor
48291,90.83,Major
48293,45.8,Moderate
48295,0.07,Minor
48297,35.57,Minor
48299,11.75,Minor
48301,92.98,Major
48303,90.54,Major
48305,13.73,Minor
48307,57.05,Moderate
48309,83.22,Moderate
48311,58.54,Moderate
48313,21.58,Minor
48315,26.01,Minor
48317,21.31,Minor
48319,7.08,Minor
48321,36.2,Minor
48323,44.97,Moderate
48325,92.09,Major
48327,9.76,Minor
48329,81.73,Moderate
48331,28.52,Minor
48333,65.45,Moderate
48335,45.7,Moderate
48337,35.87,Minor
48339,98.91,Severe
48341,19.13,Minor
48343,66.81,Moderate
48345,16.18,Minor
48347,68.46,Moderate
48349,65.29,Moderate
48351,97.02,Major
48353,36.04,Minor
48355,95.67,Major
48357,21.91,Minor
48359,5.26,Minor
48361,57.51,Moderate
48363,58.84,Moderate
48365,60.03,Moderate
48367,79.15,Moderate
48369,29.55,Minor
48371,63.63,Moderate
48373,68.8,Moderate
48375,24.78,Minor
48377,56.88,Moderate
48379,75.78,Moderate
48381,76.14,Moderate
48383,42.26,Moderate
48385,22.83,Minor
48387,41.99,Moderate
48389,53.47,Moderate
48391,67.27,Moderate
48393,6.88,Minor
48395,37.29,Minor
48397,78.49,Moderate
48399,10.16,Minor
48401,87.99,Moderate
48405,63.6,Moderate
48407,86.6,Moderate
48409,65.32,Moderate
48411,39.38,Moderate
48413,0.3,Minor
48415,75.25,Moderate
48417,8.97,Minor
48419,80.31,Moderate
48421,1.62,Minor
48423,93.91,Major
48425,35.47,Minor
48427,73.1,Moderate
48429,12.87,Minor
48431,48.71,Moderate
48433,9.63,Minor
48435,13.17,Minor
48437,28.72,Minor
48439,99.04,Severe
48441,49.9,Moderate
48443,35.08,Minor
48445,32.93,Minor
48447,2.61,Minor
48449,66.64,Moderate
48451,71.71,Moderate
48453,97.98,Severe
48455,66.51,Moderate
48457,69.42,Moderate
48459,43.75,Moderate
48461,46.82,Moderate
48463,31.07,Minor
48465,22.47,Minor
48467,67.54,Moderate
48469,77.1,Moderate
48471,76.01,Moderate
48473,89.61,Major
48475,63,Moderate
48477,20.09,Minor
48479,85.51,Moderate
48481,82.13,Moderate
48483,9.56,Minor
48485,72.6,Moderate
48487,18.37,Minor
48489,36,Minor
48491,94.84,Major
48493,74.16,Moderate
48495,34.22,Minor
48497,67.07,Moderate
48499,29.68,Minor
48501,25.15,Minor
48503,39.41,Moderate
48505,30.68,Minor
48507,75.58,Moderate
49001,6.22,Minor
49003,68.66,Moderate
49005,81.77,Moderate
49007,9.13,Minor
49009,6.98,Minor
49011,76.27,Moderate
49013,52.55,Moderate
49015,11.71,Minor
49017,19.69,Minor
49019,4.7,Minor
49021,67.5,Moderate
49023,4.86,Minor
49025,48.84,Moderate
49027,13.77,Minor
49029,6.06,Minor
49031,0.93,Minor
49033,16.84,Minor
49035,95.17,Major
49037,24.06,Minor
49039,40.01,Moderate
49041,3.64,Minor
49043,81.97,Moderate
49045,50.3,Moderate
49047,29.12,Minor
49049,71.41,Moderate
49051,74.19,Moderate
49053,78.69,Moderate
49055,0.36,Minor
49057,80.91,Moderate
50001,78.89,Moderate
50003,77.2,Moderate
50005,56.12,Moderate
50007,86.47,Moderate
50009,41.26,Moderate
50011,63.17,Moderate
50013,5,Minor
50015,64.63,Moderate
50017,74.12,Moderate
50019,33.32,Minor
50021,73.73,Moderate
50023,69.72,Moderate
50025,76.17,Moderate
50027,87.92,Moderate
51001,54.77,Moderate
51003,72.87,Moderate
51005,20.65,Minor
51007,26.34,Minor
51009,71.05,Moderate
51011,16.02,Minor
51013,87.86,Moderate
51015,59.66,Moderate
51017,9.7,Minor
51019,88.78,Moderate
51021,32.06,Minor
51023,73.69,Moderate
51025,23.13,Minor
51027,84.51,Moderate
51029,15.88,Minor
51031,73.53,Moderate
51033,25.25,Minor
51035,68.07,Moderate
51036,20.81,Minor
51037,29.42,Minor
51041,93.88,Major
51043,32.5,Minor
51045,32.4,Minor
51047,70.32,Moderate
51049,17.47,Minor
51051,76.31,Moderate
51053,21.71,Minor
51057,15.62,Minor
51059,96.89,Major
51061,70.35,Moderate
51063,25.71,Minor
51065,20.38,Minor
51067,64.43,Moderate
51069,83.45,Moderate
51071,37.95,Minor
51073,22.2,Minor
51075,30.41,Minor
51077,42.79,Moderate
51079,3.34,Minor
51081,52.91,Moderate
51083,42.72,Moderate
51085,71.24,Moderate
51087,94.37,Major
51089,73.92,Moderate
51091,13.07,Minor
51093,33.36,Minor
51095,45.5,Moderate
51097,19.23,Minor
51099,41.16,Moderate
51101,15.29,Minor
51103,23.3,Minor
51105,19.92,Minor
51107,92.52,Major
51109,26.21,Minor
51111,27.33,Minor
51113,11.85,Minor
51115,25.02,Minor
51117,47.35,Moderate
51119,19.06,Minor
51121,79.12,Moderate
51125,36.33,Minor
51127,14.92,Minor
51131,13.04,Minor
51133,18.23,Minor
51135,9.33,Minor
51137,14.56,Minor
51139,23.26,Minor
51141,63.2,Moderate
51143,30.51,Minor
51145,19.36,Minor
51147,13.14,Minor
51149,58.97,Moderate
51153,89.58,Major
51155,32.56,Minor
51157,14.39,Minor
51159,22.3,Minor
51161,76.08,Moderate
51163,60.82,Moderate
51165,82.23,Moderate
51167,76.64,Moderate
51169,31.73,Minor
51171,77.76,Moderate
51173,81.2,Moderate
51175,14.46,Minor
51177,80.61,Moderate
51179,38.35,Moderate
51181,6.35,Minor
51183,59.5,Moderate
51185,82.86,Moderate
51187,75.08,Moderate
51191,88.72,Moderate
51193,29.45,Minor
51195,79.45,Moderate
51197,67.77,Moderate
51199,47.65,Moderate
51510,88.32,Moderate
51530,99.87,Extreme
51540,36.6,Minor
51550,80.18,Moderate
51570,4.07,Minor
51580,3.94,Minor
51590,66.68,Moderate
51595,6.25,Minor
51600,91.46,Major
51610,8.74,Minor
51620,19.26,Minor
51630,36.53,Minor
51640,24.19,Minor
51650,64.79,Moderate
51670,23.43,Minor
51678,96.56,Major
51680,83.55,Moderate
51685,6.62,Minor
51690,98.21,Severe
51700,79.95,Moderate
51710,86.63,Moderate
51730,19.49,Minor
51735,2.51,Minor
51740,59.33,Moderate
51750,91.99,Major
51760,80.48,Moderate
51770,91.5,Major
51790,3.84,Minor
51800,14.82,Minor
51810,94.57,Major
51820,99.93,Extreme
51830,48.25,Moderate
51840,48.15,Moderate
53001,64.36,Moderate
53003,67.24,Moderate
53005,56.95,Moderate
53007,75.61,Moderate
53009,58.17,Moderate
53011,85.61,Moderate
53013,3.08,Minor
53015,67.41,Moderate
53017,52.68,Moderate
53019,60.42,Moderate
53021,80.41,Moderate
53023,21.81,Minor
53025,78.39,Moderate
53029,72.47,Moderate
53031,49.67,Moderate
53033,99.37,Severe
53035,93.61,Major
53037,51.09,Moderate
53039,59.23,Moderate
53041,56.39,Moderate
53043,27.9,Minor
53045,28.16,Minor
53047,97.55,Major
53051,55.46,Moderate
53053,95.37,Major
53055,14.86,Minor
53057,88.25,Moderate
53059,45.04,Moderate
53061,91.53,Major
53063,94.8,Major
53065,87.36,Moderate
53067,93.12,Major
53069,93.94,Major
53071,25.61,Minor
53073,74.02,Moderate
53075,66.35,Moderate
53077,83.16,Moderate
54001,55.1,Moderate
54003,80.84,Moderate
54005,89.15,Moderate
54007,55.16,Moderate
54009,75.91,Moderate
54011,89.91,Major
54013,48.74,Moderate
54015,85.7,Moderate
54017,39.28,Moderate
54019,74.55,Moderate
54021,35.97,Minor
54023,21.87,Minor
54025,45.9,Moderate
54027,59.89,Moderate
54029,53.64,Moderate
54031,56.09,Moderate
54033,90.3,Major
54035,74.98,Moderate
54037,34.25,Minor
54039,97.72,Major
54041,31.57,Minor
54043,88.55,Moderate
54045,86.2,Moderate
54047,67.57,Moderate
54049,85.34,Moderate
54051,83.02,Moderate
54053,68.37,Moderate
54055,87.56,Moderate
54057,52.51,Moderate
54059,83.69,Moderate
54061,85.37,Moderate
54063,51.62,Moderate
54065,27.23,Minor
54067,79.38,Moderate
54069,74.42,Moderate
54071,31.5,Minor
54073,33.88,Minor
54075,38.85,Moderate
54077,78.76,Moderate
54079,79.58,Moderate
54081,68.93,Moderate
54083,52.15,Moderate
54085,37.79,Minor
54087,60.89,Moderate
54089,36.17,Minor
54091,61.81,Moderate
54093,17.21,Minor
54095,33.59,Minor
54097,69.92,Moderate
54099,84.41,Moderate
54101,65.98,Moderate
54103,36.37,Minor
54105,38.65,Moderate
54107,89.54,Major
54109,61.18,Moderate
55001,33.09,Minor
55003,11.65,Minor
55005,67.44,Moderate
55007,6.42,Minor
55009,27.13,Minor
55011,29.62,Minor
55013,16.41,Minor
55015,44.67,Moderate
55017,45.63,Moderate
55019,45.3,Moderate
55021,64.49,Moderate
55023,5.72,Minor
55025,84.38,Moderate
55027,59.13,Moderate
55029,42.49,Moderate
55031,53.28,Moderate
55033,61.28,Moderate
55035,34.98,Minor
55037,4.47,Minor
55039,68.13,Moderate
55041,19.52,Minor
55043,5.66,Minor
55045,45.17,Moderate
55047,45.86,Moderate
55049,21.74,Minor
55051,5.1,Minor
55053,85.14,Moderate
55055,81.67,Moderate
55057,64.39,Moderate
55059,90.4,Major
55061,48.01,Moderate
55063,5.63,Minor
55065,27.96,Minor
55067,21.41,Minor
55069,19.85,Minor
55071,22.73,Minor
55073,82.2,Moderate
55075,60.49,Moderate
55077,20.52,Minor
55078,15.98,Minor
55079,98.35,Severe
55081,11.15,Minor
55083,57.54,Moderate
55085,63.04,Moderate
55087,33.02,Minor
55089,79.52,Moderate
55091,22.01,Minor
55093,48.44,Moderate
55095,60.19,Moderate
55097,24.85,Minor
55099,47.52,Moderate
55101,81.9,Moderate
55103,55.56,Moderate
55105,77.3,Moderate
55107,42.39,Moderate
55109,32.89,Minor
55111,73.76,Moderate
55113,57.21,Moderate
55115,54.4,Moderate
55117,53.01,Moderate
55119,49.47,Moderate
55121,55.72,Moderate
55123,80.97,Moderate
55125,67.01,Moderate
55127,78.92,Moderate
55129,35.74,Minor
55131,75.94,Moderate
55133,94.18,Major
55135,27.56,Minor
55137,33.92,Minor
55139,73.23,Moderate
55141,75.84,Moderate
56001,43.41,Moderate
56003,10.39,Minor
56005,76.41,Moderate
56007,24.02,Minor
56009,17.84,Minor
56011,32.76,Minor
56013,53.97,Moderate
56015,77.73,Moderate
56017,0.1,Minor
56019,11.45,Minor
56021,23.2,Minor
56023,71.31,Moderate
56025,54.04,Moderate
56027,99.9,Extreme
56029,83.42,Moderate
56033,43.98,Moderate
56035,2.12,Minor
56037,28.99,Minor
56039,58.41,Moderate
56041,23.23,Minor
56043,7.91,Minor
56045,23.96,Minor
